lead_I,lead_II,lead_III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
0.034,-0.163,-0.197,0.065,0.115,-0.179,0.09,0.416,0.251,0.177,0.109,0.094
0.038,-0.151,-0.189,0.057,0.114,-0.17,0.087,0.425,0.258,0.182,0.113,0.098
0.042,-0.139,-0.181,0.049,0.112,-0.16,0.084,0.426,0.252,0.18,0.118,0.1
0.046,-0.127,-0.173,0.041,0.11,-0.149,0.085,0.432,0.259,0.18,0.12,0.1
0.05,-0.115,-0.165,0.033,0.108,-0.14,0.085,0.44,0.28,0.185,0.12,0.105
0.05,-0.107,-0.157,0.029,0.104,-0.132,0.081,0.443,0.288,0.206,0.136,0.117
0.05,-0.099,-0.149,0.025,0.1,-0.124,0.08,0.457,0.302,0.217,0.147,0.124
0.05,-0.091,-0.141,0.021,0.096,-0.116,0.078,0.47,0.314,0.226,0.155,0.126
0.05,-0.083,-0.133,0.017,0.092,-0.108,0.074,0.476,0.323,0.245,0.169,0.133
0.05,-0.075,-0.125,0.013,0.088,-0.1,0.075,0.48,0.34,0.26,0.185,0.145
0.048,-0.069,-0.117,0.011,0.083,-0.093,0.076,0.483,0.351,0.267,0.193,0.148
0.067,-0.046,-0.112,-0.01,0.09,-0.079,0.072,0.497,0.373,0.288,0.207,0.165
0.09,-0.016,-0.106,-0.037,0.098,-0.061,0.07,0.509,0.392,0.307,0.221,0.18
0.102,0.003,-0.099,-0.053,0.1,-0.048,0.069,0.51,0.396,0.31,0.226,0.18
0.105,0.01,-0.095,-0.057,0.1,-0.042,0.065,0.515,0.4,0.315,0.23,0.185
0.1,0.014,-0.087,-0.056,0.093,-0.037,0.065,0.523,0.412,0.331,0.241,0.202
0.103,0.021,-0.082,-0.062,0.092,-0.03,0.066,0.529,0.425,0.342,0.255,0.209
0.104,0.027,-0.077,-0.065,0.09,-0.024,0.063,0.528,0.435,0.35,0.262,0.211
0.1,0.032,-0.068,-0.066,0.084,-0.018,0.06,0.524,0.441,0.364,0.268,0.217
0.1,0.04,-0.06,-0.07,0.08,-0.01,0.06,0.525,0.445,0.375,0.285,0.225
0.099,0.043,-0.056,-0.07,0.077,-0.007,0.06,0.525,0.448,0.379,0.29,0.229
0.11,0.06,-0.05,-0.084,0.079,0.005,0.057,0.522,0.459,0.387,0.292,0.236
0.115,0.075,-0.04,-0.095,0.078,0.017,0.054,0.52,0.47,0.404,0.299,0.243
0.117,0.083,-0.034,-0.1,0.075,0.024,0.055,0.52,0.476,0.417,0.306,0.246
0.13,0.1,-0.03,-0.115,0.08,0.035,0.055,0.52,0.48,0.42,0.31,0.25
0.13,0.105,-0.026,-0.117,0.078,0.04,0.051,0.52,0.484,0.42,0.314,0.254
0.131,0.106,-0.025,-0.118,0.077,0.041,0.049,0.517,0.485,0.423,0.315,0.258
0.127,0.102,-0.025,-0.114,0.076,0.038,0.051,0.514,0.487,0.425,0.317,0.26
0.136,0.111,-0.025,-0.123,0.08,0.043,0.049,0.515,0.49,0.425,0.319,0.26
0.155,0.13,-0.025,-0.142,0.09,0.052,0.045,0.515,0.49,0.43,0.32,0.26
0.132,0.106,-0.025,-0.118,0.078,0.04,0.045,0.511,0.495,0.435,0.341,0.266
0.153,0.131,-0.022,-0.142,0.087,0.055,0.045,0.51,0.492,0.432,0.344,0.287
0.172,0.153,-0.019,-0.163,0.096,0.067,0.045,0.51,0.489,0.429,0.339,0.296
0.156,0.136,-0.02,-0.146,0.088,0.058,0.044,0.511,0.49,0.43,0.339,0.288
0.15,0.13,-0.02,-0.14,0.085,0.055,0.04,0.51,0.49,0.43,0.335,0.285
0.146,0.126,-0.02,-0.136,0.083,0.053,0.038,0.498,0.49,0.43,0.335,0.285
0.14,0.12,-0.02,-0.13,0.079,0.049,0.054,0.489,0.49,0.43,0.332,0.283
0.131,0.11,-0.02,-0.12,0.075,0.045,0.075,0.479,0.491,0.431,0.331,0.277
0.133,0.104,-0.029,-0.118,0.08,0.038,0.087,0.468,0.487,0.428,0.328,0.275
0.145,0.1,-0.045,-0.122,0.095,0.027,0.09,0.46,0.47,0.415,0.315,0.275
0.134,0.088,-0.046,-0.111,0.09,0.021,0.09,0.448,0.458,0.407,0.307,0.264
0.121,0.076,-0.044,-0.098,0.082,0.015,0.089,0.439,0.443,0.396,0.3,0.251
0.109,0.063,-0.045,-0.085,0.077,0.009,0.092,0.429,0.429,0.386,0.289,0.239
0.098,0.053,-0.045,-0.075,0.071,0.005,0.096,0.418,0.416,0.376,0.277,0.227
0.09,0.045,-0.045,-0.067,0.067,0.0,0.095,0.41,0.395,0.355,0.27,0.215
0.076,0.018,-0.059,-0.047,0.067,-0.02,0.094,0.398,0.379,0.335,0.263,0.199
0.078,-0.01,-0.088,-0.034,0.083,-0.048,0.104,0.389,0.36,0.312,0.246,0.186
0.06,-0.028,-0.089,-0.016,0.074,-0.058,0.112,0.378,0.342,0.289,0.224,0.174
0.04,-0.045,-0.084,0.002,0.062,-0.064,0.11,0.361,0.325,0.271,0.206,0.162
0.055,-0.065,-0.12,0.005,0.088,-0.092,0.11,0.345,0.3,0.255,0.19,0.15
0.044,-0.082,-0.127,0.019,0.086,-0.104,0.11,0.329,0.279,0.239,0.178,0.138
0.035,-0.087,-0.122,0.027,0.079,-0.104,0.11,0.313,0.263,0.222,0.163,0.126
0.053,-0.082,-0.135,0.015,0.095,-0.109,0.11,0.299,0.247,0.209,0.149,0.114
0.062,-0.089,-0.151,0.014,0.107,-0.12,0.11,0.287,0.23,0.196,0.136,0.103
0.035,-0.11,-0.145,0.038,0.09,-0.127,0.11,0.275,0.21,0.18,0.12,0.095
0.031,-0.114,-0.145,0.042,0.088,-0.129,0.11,0.263,0.19,0.164,0.104,0.083
0.02,-0.123,-0.143,0.051,0.082,-0.133,0.11,0.252,0.173,0.148,0.088,0.074
0.0,-0.137,-0.136,0.068,0.068,-0.136,0.11,0.237,0.157,0.132,0.074,0.064
-0.001,-0.147,-0.146,0.074,0.073,-0.146,0.11,0.222,0.141,0.117,0.062,0.053
0.02,-0.155,-0.175,0.068,0.098,-0.165,0.11,0.21,0.125,0.105,0.05,0.045
0.012,-0.16,-0.172,0.074,0.092,-0.166,0.11,0.198,0.113,0.093,0.042,0.033
0.009,-0.16,-0.169,0.075,0.09,-0.164,0.11,0.186,0.101,0.084,0.034,0.023
-0.009,-0.177,-0.168,0.093,0.08,-0.173,0.11,0.175,0.09,0.075,0.026,0.017
-0.032,-0.197,-0.165,0.115,0.067,-0.181,0.11,0.169,0.083,0.062,0.018,0.015
-0.025,-0.19,-0.165,0.108,0.07,-0.177,0.11,0.165,0.075,0.05,0.01,0.015
-0.028,-0.19,-0.161,0.109,0.066,-0.175,0.11,0.157,0.063,0.042,0.002,0.011
-0.031,-0.19,-0.159,0.111,0.064,-0.174,0.11,0.152,0.054,0.036,-0.004,0.009
-0.027,-0.191,-0.163,0.109,0.068,-0.177,0.11,0.146,0.046,0.035,-0.005,0.011
-0.016,-0.188,-0.172,0.102,0.078,-0.18,0.11,0.139,0.038,0.035,-0.005,0.009
-0.015,-0.19,-0.175,0.103,0.08,-0.182,0.11,0.135,0.035,0.035,-0.005,0.005
-0.05,-0.223,-0.173,0.137,0.061,-0.197,0.11,0.131,0.035,0.031,-0.005,0.005
-0.046,-0.237,-0.191,0.141,0.073,-0.213,0.11,0.129,0.036,0.03,-0.005,0.006
-0.034,-0.234,-0.201,0.134,0.084,-0.217,0.11,0.131,0.033,0.03,-0.005,0.003
-0.041,-0.235,-0.194,0.139,0.077,-0.215,0.11,0.129,0.03,0.03,-0.006,0.0
-0.04,-0.235,-0.195,0.138,0.078,-0.215,0.11,0.125,0.03,0.03,-0.01,0.0
-0.04,-0.235,-0.195,0.138,0.078,-0.215,0.106,0.125,0.03,0.026,-0.01,0.0
-0.04,-0.235,-0.195,0.138,0.078,-0.215,0.105,0.126,0.027,0.025,-0.01,-0.003
-0.04,-0.235,-0.195,0.138,0.078,-0.215,0.105,0.123,0.024,0.025,-0.01,-0.006
-0.041,-0.235,-0.194,0.138,0.077,-0.214,0.105,0.12,0.025,0.025,-0.01,-0.005
-0.045,-0.235,-0.19,0.14,0.073,-0.212,0.105,0.12,0.025,0.025,-0.01,-0.005
-0.045,-0.235,-0.19,0.14,0.073,-0.212,0.105,0.12,0.021,0.021,-0.01,-0.009
-0.045,-0.235,-0.19,0.14,0.073,-0.212,0.105,0.117,0.019,0.019,-0.013,-0.011
-0.045,-0.235,-0.191,0.14,0.074,-0.213,0.105,0.114,0.021,0.021,-0.016,-0.009
-0.045,-0.234,-0.189,0.14,0.072,-0.211,0.105,0.115,0.019,0.019,-0.015,-0.011
-0.04,-0.23,-0.19,0.135,0.075,-0.21,0.105,0.115,0.015,0.015,-0.015,-0.015
-0.014,-0.23,-0.215,0.122,0.101,-0.223,0.105,0.111,0.015,0.015,-0.015,-0.015
-0.011,-0.23,-0.22,0.121,0.104,-0.224,0.105,0.109,0.016,0.015,-0.015,-0.014
-0.017,-0.23,-0.213,0.124,0.098,-0.221,0.105,0.111,0.013,0.015,-0.015,-0.017
-0.014,-0.23,-0.216,0.123,0.101,-0.222,0.104,0.109,0.01,0.014,-0.016,-0.02
-0.015,-0.23,-0.215,0.123,0.1,-0.222,0.1,0.105,0.01,0.01,-0.02,-0.02
-0.02,-0.231,-0.211,0.126,0.095,-0.221,0.1,0.105,0.01,0.01,-0.02,-0.02
-0.013,-0.223,-0.209,0.118,0.098,-0.216,0.1,0.106,0.007,0.01,-0.02,-0.023
-0.028,-0.239,-0.211,0.133,0.092,-0.224,0.1,0.103,0.004,0.01,-0.02,-0.026
-0.053,-0.262,-0.209,0.157,0.078,-0.235,0.1,0.1,0.005,0.011,-0.02,-0.025
-0.045,-0.25,-0.205,0.148,0.08,-0.227,0.1,0.1,0.005,0.015,-0.02,-0.025
-0.041,-0.245,-0.205,0.144,0.082,-0.225,0.1,0.1,0.005,0.015,-0.024,-0.029
-0.037,-0.242,-0.206,0.14,0.085,-0.224,0.1,0.099,0.008,0.015,-0.025,-0.031
-0.035,-0.238,-0.203,0.137,0.084,-0.22,0.1,0.102,0.011,0.015,-0.025,-0.029
-0.035,-0.234,-0.2,0.134,0.083,-0.216,0.1,0.105,0.01,0.015,-0.025,-0.031
-0.03,-0.23,-0.2,0.13,0.085,-0.215,0.1,0.105,0.01,0.015,-0.025,-0.035
-0.025,-0.225,-0.2,0.125,0.088,-0.212,0.1,0.109,0.01,0.015,-0.025,-0.035
-0.031,-0.228,-0.197,0.13,0.083,-0.212,0.098,0.11,0.009,0.014,-0.022,-0.035
-0.036,-0.23,-0.194,0.134,0.079,-0.212,0.106,0.112,0.012,0.017,-0.019,-0.033
-0.036,-0.231,-0.195,0.134,0.08,-0.213,0.115,0.115,0.015,0.02,-0.02,-0.029
-0.04,-0.235,-0.195,0.138,0.078,-0.215,0.11,0.115,0.015,0.02,-0.02,-0.025
-0.04,-0.235,-0.195,0.138,0.078,-0.215,0.11,0.115,0.015,0.02,-0.02,-0.021
-0.042,-0.238,-0.196,0.141,0.077,-0.217,0.11,0.115,0.015,0.02,-0.021,-0.017
-0.048,-0.24,-0.192,0.144,0.072,-0.215,0.11,0.115,0.015,0.02,-0.018,-0.013
-0.04,-0.241,-0.202,0.141,0.081,-0.221,0.11,0.115,0.015,0.02,-0.015,-0.01
-0.015,-0.25,-0.235,0.133,0.11,-0.242,0.11,0.115,0.015,0.02,-0.015,-0.01
-0.017,-0.253,-0.237,0.136,0.11,-0.245,0.11,0.115,0.019,0.02,-0.015,-0.006
-0.03,-0.264,-0.234,0.147,0.102,-0.249,0.11,0.114,0.02,0.023,-0.015,-0.005
-0.038,-0.273,-0.235,0.156,0.099,-0.254,0.11,0.118,0.02,0.026,-0.015,-0.005
-0.04,-0.275,-0.235,0.158,0.098,-0.255,0.11,0.127,0.02,0.025,-0.015,-0.005
-0.04,-0.275,-0.235,0.158,0.098,-0.255,0.11,0.13,0.02,0.025,-0.015,-0.005
-0.04,-0.275,-0.235,0.158,0.098,-0.255,0.11,0.126,0.02,0.025,-0.011,-0.005
-0.039,-0.274,-0.235,0.157,0.098,-0.255,0.11,0.124,0.023,0.025,-0.01,-0.005
-0.042,-0.277,-0.235,0.16,0.097,-0.256,0.11,0.126,0.026,0.025,-0.01,-0.005
-0.045,-0.28,-0.235,0.163,0.095,-0.257,0.11,0.124,0.025,0.025,-0.01,-0.005
-0.045,-0.28,-0.235,0.163,0.095,-0.257,0.11,0.12,0.025,0.025,-0.01,-0.005
-0.045,-0.28,-0.235,0.163,0.095,-0.257,0.11,0.12,0.025,0.025,-0.01,-0.005
-0.045,-0.28,-0.235,0.163,0.095,-0.257,0.11,0.121,0.025,0.022,-0.007,-0.005
-0.045,-0.28,-0.235,0.163,0.095,-0.257,0.11,0.118,0.025,0.019,-0.004,-0.005
-0.046,-0.281,-0.235,0.164,0.095,-0.258,0.11,0.115,0.025,0.02,-0.005,-0.004
-0.05,-0.285,-0.235,0.168,0.093,-0.26,0.11,0.115,0.025,0.02,-0.005,0.0
-0.051,-0.285,-0.235,0.168,0.092,-0.26,0.11,0.115,0.025,0.02,-0.005,0.0
-0.048,-0.285,-0.237,0.167,0.095,-0.261,0.11,0.112,0.025,0.02,-0.005,0.0
-0.057,-0.285,-0.228,0.171,0.086,-0.257,0.11,0.109,0.025,0.02,-0.005,0.0
-0.055,-0.285,-0.23,0.171,0.088,-0.257,0.11,0.11,0.025,0.02,-0.006,0.0
-0.025,-0.285,-0.26,0.155,0.118,-0.272,0.11,0.11,0.025,0.02,-0.01,0.0
-0.019,-0.281,-0.262,0.15,0.121,-0.271,0.11,0.106,0.025,0.02,-0.01,0.0
-0.021,-0.28,-0.259,0.15,0.119,-0.269,0.113,0.104,0.025,0.02,-0.01,0.0
-0.019,-0.28,-0.261,0.15,0.121,-0.27,0.116,0.106,0.025,0.02,-0.01,0.0
-0.021,-0.28,-0.259,0.15,0.119,-0.269,0.115,0.104,0.025,0.02,-0.01,0.0
-0.02,-0.28,-0.26,0.15,0.12,-0.27,0.115,0.1,0.025,0.02,-0.01,0.0
-0.003,-0.28,-0.277,0.142,0.137,-0.279,0.115,0.1,0.025,0.016,-0.01,0.0
0.002,-0.277,-0.279,0.138,0.14,-0.278,0.115,0.101,0.025,0.015,-0.009,0.001
-0.001,-0.274,-0.274,0.138,0.137,-0.274,0.115,0.098,0.025,0.015,-0.012,-0.002
0.0,-0.275,-0.275,0.138,0.138,-0.275,0.114,0.095,0.025,0.015,-0.015,-0.005
0.0,-0.275,-0.275,0.138,0.138,-0.275,0.11,0.095,0.025,0.015,-0.015,-0.005
-0.001,-0.275,-0.275,0.139,0.138,-0.275,0.11,0.096,0.025,0.015,-0.015,-0.005
0.003,-0.273,-0.276,0.136,0.14,-0.274,0.11,0.093,0.025,0.015,-0.015,-0.005
-0.01,-0.283,-0.273,0.147,0.132,-0.278,0.11,0.103,0.025,0.015,-0.015,-0.005
-0.027,-0.296,-0.27,0.161,0.122,-0.282,0.11,0.116,0.025,0.015,-0.015,-0.005
-0.02,-0.29,-0.27,0.155,0.125,-0.28,0.11,0.11,0.025,0.015,-0.015,-0.005
-0.017,-0.287,-0.27,0.152,0.126,-0.278,0.11,0.11,0.025,0.015,-0.015,-0.005
-0.037,-0.308,-0.271,0.173,0.117,-0.29,0.11,0.11,0.025,0.015,-0.018,-0.005
-0.058,-0.325,-0.267,0.192,0.105,-0.296,0.11,0.11,0.025,0.015,-0.021,-0.005
-0.049,-0.325,-0.276,0.187,0.114,-0.3,0.11,0.11,0.025,0.014,-0.02,-0.005
-0.02,-0.325,-0.305,0.173,0.143,-0.315,0.11,0.11,0.025,0.01,-0.02,-0.005
-0.022,-0.325,-0.302,0.174,0.141,-0.313,0.11,0.11,0.025,0.01,-0.02,-0.005
-0.029,-0.328,-0.299,0.179,0.135,-0.313,0.111,0.111,0.022,0.01,-0.02,-0.005
-0.03,-0.331,-0.3,0.181,0.135,-0.316,0.108,0.108,0.019,0.01,-0.02,-0.005
-0.03,-0.33,-0.3,0.18,0.135,-0.315,0.105,0.105,0.02,0.009,-0.02,-0.005
-0.03,-0.33,-0.3,0.18,0.135,-0.315,0.105,0.105,0.02,0.005,-0.02,-0.005
-0.038,-0.334,-0.296,0.187,0.129,-0.315,0.105,0.105,0.016,0.005,-0.02,-0.009
-0.041,-0.335,-0.295,0.189,0.127,-0.315,0.105,0.105,0.014,0.005,-0.02,-0.01
-0.04,-0.335,-0.295,0.188,0.128,-0.315,0.105,0.105,0.016,0.005,-0.02,-0.01
-0.04,-0.335,-0.295,0.188,0.128,-0.315,0.105,0.105,0.014,0.004,-0.02,-0.01
-0.04,-0.335,-0.295,0.188,0.128,-0.315,0.105,0.105,0.01,0.0,-0.02,-0.01
-0.04,-0.331,-0.291,0.185,0.126,-0.311,0.105,0.105,0.01,0.0,-0.02,-0.014
-0.04,-0.33,-0.29,0.185,0.125,-0.31,0.105,0.102,0.011,0.0,-0.02,-0.015
-0.04,-0.33,-0.29,0.185,0.125,-0.31,0.105,0.099,0.008,0.0,-0.02,-0.015
-0.04,-0.33,-0.29,0.185,0.125,-0.31,0.105,0.1,0.005,0.0,-0.02,-0.015
-0.04,-0.33,-0.29,0.185,0.125,-0.31,0.105,0.1,0.005,0.0,-0.02,-0.015
-0.04,-0.33,-0.29,0.185,0.125,-0.31,0.105,0.1,0.005,-0.004,-0.02,-0.019
-0.043,-0.33,-0.287,0.187,0.122,-0.308,0.102,0.1,0.002,-0.005,-0.02,-0.02
-0.046,-0.33,-0.284,0.188,0.119,-0.307,0.099,0.1,-0.001,-0.005,-0.02,-0.02
-0.045,-0.33,-0.285,0.188,0.12,-0.307,0.1,0.1,0.0,-0.005,-0.021,-0.02
-0.045,-0.33,-0.285,0.188,0.12,-0.307,0.1,0.1,0.0,-0.005,-0.025,-0.02
-0.045,-0.33,-0.285,0.188,0.12,-0.307,0.1,0.1,-0.004,-0.009,-0.025,-0.02
-0.048,-0.33,-0.282,0.189,0.117,-0.306,0.1,0.097,-0.006,-0.01,-0.024,-0.023
-0.051,-0.33,-0.279,0.19,0.114,-0.305,0.1,0.094,-0.004,-0.01,-0.027,-0.026
-0.05,-0.33,-0.28,0.19,0.115,-0.305,0.1,0.095,-0.006,-0.01,-0.03,-0.025
-0.05,-0.33,-0.28,0.19,0.115,-0.305,0.1,0.095,-0.01,-0.01,-0.03,-0.025
-0.05,-0.33,-0.28,0.19,0.115,-0.305,0.1,0.095,-0.01,-0.01,-0.03,-0.025
-0.05,-0.33,-0.28,0.19,0.115,-0.305,0.1,0.092,-0.01,-0.013,-0.033,-0.028
-0.048,-0.33,-0.282,0.189,0.117,-0.306,0.1,0.089,-0.01,-0.016,-0.035,-0.031
-0.035,-0.33,-0.295,0.182,0.13,-0.313,0.1,0.09,-0.011,-0.015,-0.035,-0.03
-0.015,-0.33,-0.315,0.173,0.15,-0.322,0.1,0.09,-0.015,-0.015,-0.035,-0.03
-0.018,-0.33,-0.312,0.174,0.147,-0.321,0.1,0.09,-0.015,-0.015,-0.035,-0.03
-0.02,-0.33,-0.31,0.175,0.145,-0.32,0.1,0.087,-0.015,-0.015,-0.038,-0.029
-0.022,-0.33,-0.308,0.176,0.143,-0.319,0.1,0.084,-0.015,-0.015,-0.041,-0.032
-0.025,-0.33,-0.305,0.178,0.14,-0.317,0.1,0.085,-0.015,-0.015,-0.04,-0.035
-0.025,-0.33,-0.305,0.178,0.14,-0.317,0.1,0.085,-0.015,-0.015,-0.04,-0.035
-0.029,-0.33,-0.301,0.18,0.136,-0.315,0.1,0.085,-0.015,-0.019,-0.04,-0.035
-0.031,-0.331,-0.3,0.18,0.135,-0.315,0.1,0.086,-0.014,-0.02,-0.039,-0.034
-0.03,-0.328,-0.299,0.179,0.135,-0.313,0.1,0.083,-0.017,-0.02,-0.042,-0.037
-0.031,-0.325,-0.294,0.178,0.132,-0.309,0.1,0.08,-0.02,-0.02,-0.045,-0.04
-0.035,-0.325,-0.29,0.18,0.128,-0.307,0.1,0.08,-0.02,-0.02,-0.045,-0.04
-0.04,-0.325,-0.286,0.183,0.123,-0.305,0.1,0.08,-0.02,-0.02,-0.045,-0.04
-0.037,-0.322,-0.285,0.18,0.124,-0.303,0.1,0.081,-0.02,-0.02,-0.045,-0.04
-0.036,-0.319,-0.284,0.178,0.124,-0.301,0.1,0.078,-0.02,-0.02,-0.045,-0.04
-0.042,-0.32,-0.279,0.181,0.119,-0.299,0.1,0.075,-0.02,-0.019,-0.046,-0.041
-0.045,-0.32,-0.275,0.183,0.115,-0.297,0.1,0.075,-0.02,-0.015,-0.05,-0.045
-0.041,-0.316,-0.275,0.179,0.118,-0.295,0.1,0.075,-0.02,-0.015,-0.05,-0.045
-0.042,-0.315,-0.273,0.178,0.116,-0.293,0.1,0.075,-0.023,-0.015,-0.05,-0.045
-0.048,-0.315,-0.267,0.181,0.11,-0.291,0.1,0.075,-0.026,-0.015,-0.05,-0.045
-0.05,-0.315,-0.265,0.183,0.108,-0.29,0.1,0.074,-0.025,-0.015,-0.05,-0.045
-0.05,-0.315,-0.265,0.183,0.108,-0.29,0.1,0.07,-0.025,-0.015,-0.05,-0.045
-0.05,-0.311,-0.261,0.18,0.106,-0.286,0.1,0.07,-0.025,-0.015,-0.054,-0.049
-0.05,-0.31,-0.259,0.18,0.105,-0.284,0.1,0.07,-0.025,-0.015,-0.055,-0.05
-0.049,-0.31,-0.261,0.18,0.106,-0.285,0.1,0.07,-0.025,-0.015,-0.055,-0.05
-0.051,-0.31,-0.259,0.181,0.104,-0.285,0.1,0.069,-0.025,-0.015,-0.055,-0.05
-0.055,-0.31,-0.255,0.183,0.1,-0.282,0.1,0.065,-0.025,-0.015,-0.055,-0.05
-0.051,-0.306,-0.255,0.179,0.102,-0.28,0.1,0.065,-0.025,-0.015,-0.055,-0.05
-0.05,-0.305,-0.255,0.178,0.103,-0.28,0.1,0.065,-0.028,-0.016,-0.058,-0.05
-0.05,-0.305,-0.255,0.178,0.103,-0.28,0.1,0.065,-0.031,-0.013,-0.061,-0.05
-0.051,-0.305,-0.254,0.178,0.102,-0.279,0.1,0.064,-0.03,-0.01,-0.06,-0.05
-0.055,-0.305,-0.25,0.18,0.098,-0.277,0.1,0.06,-0.03,-0.01,-0.06,-0.05
-0.056,-0.305,-0.25,0.181,0.098,-0.277,0.1,0.06,-0.03,-0.01,-0.06,-0.05
-0.052,-0.302,-0.25,0.177,0.099,-0.276,0.1,0.06,-0.03,-0.01,-0.06,-0.05
-0.049,-0.299,-0.25,0.174,0.101,-0.275,0.1,0.06,-0.03,-0.01,-0.06,-0.05
-0.051,-0.3,-0.249,0.176,0.099,-0.275,0.1,0.06,-0.031,-0.01,-0.06,-0.051
-0.055,-0.3,-0.245,0.178,0.095,-0.272,0.1,0.06,-0.035,-0.01,-0.06,-0.055
-0.056,-0.3,-0.245,0.179,0.094,-0.272,0.1,0.056,-0.035,-0.01,-0.064,-0.055
-0.051,-0.297,-0.246,0.175,0.098,-0.271,0.1,0.055,-0.035,-0.01,-0.065,-0.055
-0.051,-0.294,-0.243,0.173,0.096,-0.269,0.1,0.055,-0.035,-0.01,-0.065,-0.055
-0.056,-0.295,-0.24,0.175,0.093,-0.267,0.1,0.055,-0.035,-0.01,-0.065,-0.055
-0.055,-0.295,-0.24,0.175,0.093,-0.267,0.1,0.055,-0.035,-0.01,-0.065,-0.055
-0.055,-0.295,-0.24,0.175,0.093,-0.267,0.1,0.051,-0.035,-0.01,-0.065,-0.055
-0.055,-0.296,-0.241,0.175,0.093,-0.268,0.097,0.05,-0.038,-0.013,-0.065,-0.055
-0.055,-0.293,-0.238,0.174,0.092,-0.265,0.092,0.05,-0.041,-0.017,-0.065,-0.055
-0.055,-0.29,-0.235,0.173,0.09,-0.262,0.09,0.05,-0.04,-0.021,-0.066,-0.055
-0.055,-0.29,-0.235,0.173,0.09,-0.262,0.09,0.05,-0.04,-0.025,-0.07,-0.055
-0.055,-0.29,-0.235,0.173,0.09,-0.262,0.086,0.05,-0.04,-0.025,-0.07,-0.055
-0.054,-0.29,-0.236,0.172,0.091,-0.262,0.085,0.047,-0.04,-0.027,-0.07,-0.054
-0.059,-0.29,-0.232,0.175,0.086,-0.26,0.084,0.044,-0.04,-0.033,-0.07,-0.057
-0.066,-0.289,-0.223,0.178,0.079,-0.256,0.079,0.045,-0.039,-0.035,-0.07,-0.06
-0.065,-0.285,-0.22,0.175,0.078,-0.252,0.075,0.045,-0.035,-0.035,-0.07,-0.06
-0.069,-0.285,-0.216,0.177,0.074,-0.25,0.075,0.045,-0.035,-0.039,-0.07,-0.06
-0.073,-0.285,-0.212,0.179,0.07,-0.248,0.072,0.045,-0.035,-0.044,-0.07,-0.06
-0.076,-0.285,-0.208,0.181,0.066,-0.246,0.07,0.045,-0.035,-0.045,-0.07,-0.06
-0.082,-0.286,-0.204,0.184,0.061,-0.245,0.069,0.045,-0.035,-0.046,-0.071,-0.061
-0.085,-0.285,-0.2,0.185,0.058,-0.242,0.065,0.045,-0.035,-0.05,-0.075,-0.065
-0.066,-0.27,-0.204,0.168,0.07,-0.237,0.065,0.041,-0.035,-0.05,-0.075,-0.065
-0.047,-0.253,-0.205,0.151,0.08,-0.229,0.065,0.04,-0.039,-0.05,-0.074,-0.065
-0.032,-0.237,-0.205,0.135,0.087,-0.221,0.065,0.04,-0.052,-0.05,-0.077,-0.065
-0.017,-0.221,-0.205,0.119,0.095,-0.213,0.065,0.04,-0.06,-0.05,-0.08,-0.065
-0.005,-0.21,-0.205,0.108,0.1,-0.207,0.065,0.04,-0.055,-0.05,-0.08,-0.065
0.004,-0.205,-0.209,0.101,0.107,-0.207,0.065,0.04,-0.055,-0.05,-0.08,-0.073
0.006,-0.205,-0.21,0.1,0.109,-0.207,0.065,0.04,-0.055,-0.052,-0.083,-0.079
0.005,-0.205,-0.21,0.1,0.108,-0.207,0.065,0.04,-0.055,-0.058,-0.086,-0.078
0.005,-0.205,-0.21,0.1,0.108,-0.207,0.065,0.039,-0.055,-0.059,-0.085,-0.075
0.005,-0.205,-0.21,0.1,0.108,-0.207,0.065,0.035,-0.055,-0.055,-0.085,-0.075
0.004,-0.206,-0.21,0.101,0.107,-0.207,0.065,0.035,-0.055,-0.055,-0.085,-0.075
0.012,-0.201,-0.213,0.095,0.113,-0.207,0.066,0.035,-0.055,-0.055,-0.085,-0.075
-0.003,-0.219,-0.216,0.112,0.106,-0.217,0.063,0.035,-0.055,-0.055,-0.085,-0.075
-0.027,-0.242,-0.215,0.135,0.094,-0.228,0.06,0.035,-0.055,-0.055,-0.085,-0.075
-0.02,-0.235,-0.215,0.128,0.098,-0.225,0.06,0.035,-0.055,-0.055,-0.085,-0.075
-0.02,-0.235,-0.215,0.128,0.098,-0.225,0.06,0.035,-0.055,-0.055,-0.085,-0.075
-0.016,-0.232,-0.216,0.125,0.1,-0.224,0.06,0.035,-0.056,-0.055,-0.085,-0.072
-0.018,-0.23,-0.211,0.125,0.096,-0.22,0.06,0.035,-0.053,-0.055,-0.085,-0.069
-0.026,-0.229,-0.204,0.128,0.089,-0.216,0.06,0.036,-0.05,-0.055,-0.085,-0.07
-0.025,-0.225,-0.2,0.125,0.088,-0.212,0.06,0.04,-0.05,-0.055,-0.085,-0.07
-0.033,-0.225,-0.192,0.129,0.08,-0.208,0.06,0.04,-0.05,-0.055,-0.085,-0.07
-0.039,-0.226,-0.187,0.132,0.075,-0.206,0.06,0.04,-0.05,-0.056,-0.085,-0.07
-0.042,-0.223,-0.181,0.133,0.07,-0.202,0.06,0.04,-0.05,-0.053,-0.085,-0.07
-0.046,-0.22,-0.173,0.134,0.063,-0.196,0.06,0.04,-0.05,-0.05,-0.084,-0.07
