I,II,III,aVR,aVL,aVF
-0.032,-0.237,-0.205,0.135,0.087,-0.221
-0.017,-0.221,-0.205,0.119,0.095,-0.213
-0.005,-0.21,-0.205,0.108,0.1,-0.207
0.004,-0.205,-0.209,0.101,0.107,-0.207
0.006,-0.205,-0.21,0.1,0.109,-0.207
0.005,-0.205,-0.21,0.1,0.108,-0.207
0.005,-0.205,-0.21,0.1,0.108,-0.207
0.005,-0.205,-0.21,0.1,0.108,-0.207
0.004,-0.206,-0.21,0.101,0.107,-0.207
0.012,-0.201,-0.213,0.095,0.113,-0.207
-0.003,-0.219,-0.216,0.112,0.106,-0.217
-0.027,-0.242,-0.215,0.135,0.094,-0.228
-0.02,-0.235,-0.215,0.128,0.098,-0.225
-0.02,-0.235,-0.215,0.128,0.098,-0.225
-0.016,-0.232,-0.216,0.125,0.1,-0.224
-0.018,-0.23,-0.211,0.125,0.096,-0.22
-0.026,-0.229,-0.204,0.128,0.089,-0.216
-0.025,-0.225,-0.2,0.125,0.088,-0.212
-0.033,-0.225,-0.192,0.129,0.08,-0.208
-0.039,-0.226,-0.187,0.132,0.075,-0.206
-0.042,-0.223,-0.181,0.133,0.07,-0.202
-0.046,-0.22,-0.173,0.134,0.063,-0.196
-0.05,-0.22,-0.17,0.135,0.06,-0.195
-0.046,-0.216,-0.17,0.131,0.062,-0.192
-0.045,-0.215,-0.17,0.13,0.063,-0.192
-0.043,-0.213,-0.17,0.128,0.064,-0.191
-0.039,-0.209,-0.17,0.124,0.065,-0.19
-0.04,-0.21,-0.17,0.125,0.065,-0.19
-0.041,-0.211,-0.17,0.126,0.064,-0.19
-0.033,-0.204,-0.171,0.119,0.069,-0.188
-0.03,-0.197,-0.167,0.114,0.068,-0.182
-0.037,-0.194,-0.158,0.115,0.061,-0.176
-0.04,-0.19,-0.15,0.115,0.055,-0.17
-0.04,-0.182,-0.142,0.111,0.051,-0.162
-0.043,-0.176,-0.134,0.11,0.046,-0.155
-0.047,-0.173,-0.126,0.11,0.04,-0.15
-0.051,-0.168,-0.118,0.11,0.033,-0.143
-0.045,-0.16,-0.115,0.103,0.035,-0.137
-0.02,-0.152,-0.132,0.086,0.056,-0.142
-0.013,-0.144,-0.131,0.079,0.059,-0.137
-0.016,-0.136,-0.12,0.076,0.052,-0.128
-0.015,-0.128,-0.113,0.072,0.049,-0.12
-0.015,-0.12,-0.105,0.068,0.045,-0.112
-0.014,-0.111,-0.097,0.063,0.042,-0.103
-0.024,-0.112,-0.088,0.069,0.033,-0.1
-0.033,-0.116,-0.083,0.075,0.026,-0.099
-0.037,-0.115,-0.078,0.076,0.021,-0.096
-0.045,-0.115,-0.07,0.08,0.013,-0.092
-0.049,-0.115,-0.066,0.083,0.009,-0.09
-0.052,-0.115,-0.063,0.084,0.006,-0.089
-0.059,-0.115,-0.056,0.087,-0.001,-0.085
-0.066,-0.115,-0.049,0.091,-0.008,-0.082
-0.07,-0.115,-0.045,0.093,-0.012,-0.08
-0.076,-0.115,-0.039,0.095,-0.018,-0.077
-0.064,-0.115,-0.051,0.09,-0.006,-0.082
-0.047,-0.115,-0.068,0.081,0.011,-0.091
-0.03,-0.115,-0.085,0.073,0.028,-0.1
-0.01,-0.115,-0.105,0.063,0.048,-0.11
-0.005,-0.115,-0.11,0.06,0.053,-0.112
-0.005,-0.115,-0.11,0.06,0.053,-0.112
0.01,-0.115,-0.125,0.053,0.068,-0.12
0.027,-0.115,-0.141,0.044,0.084,-0.128
0.015,-0.12,-0.135,0.053,0.075,-0.127
-0.008,-0.138,-0.131,0.073,0.061,-0.134
-0.002,-0.133,-0.13,0.068,0.064,-0.131
0.006,-0.139,-0.146,0.067,0.076,-0.142
-0.012,-0.173,-0.161,0.093,0.075,-0.167
-0.04,-0.195,-0.155,0.118,0.058,-0.175
-0.041,-0.196,-0.155,0.119,0.057,-0.175
-0.039,-0.195,-0.155,0.117,0.059,-0.175
-0.04,-0.195,-0.155,0.118,0.058,-0.175
-0.04,-0.195,-0.155,0.118,0.058,-0.175
-0.04,-0.195,-0.155,0.118,0.058,-0.175
-0.047,-0.198,-0.151,0.123,0.052,-0.174
-0.06,-0.209,-0.15,0.135,0.045,-0.179
-0.068,-0.218,-0.15,0.143,0.042,-0.184
-0.071,-0.221,-0.15,0.146,0.039,-0.186
-0.075,-0.225,-0.15,0.15,0.038,-0.187
-0.071,-0.221,-0.15,0.146,0.04,-0.185
-0.069,-0.22,-0.151,0.145,0.04,-0.185
-0.07,-0.218,-0.148,0.144,0.039,-0.183
-0.07,-0.214,-0.145,0.143,0.038,-0.18
-0.07,-0.215,-0.145,0.143,0.038,-0.18
-0.07,-0.215,-0.145,0.143,0.038,-0.18
-0.067,-0.212,-0.145,0.14,0.039,-0.178
-0.064,-0.209,-0.145,0.137,0.041,-0.177
-0.066,-0.21,-0.144,0.139,0.039,-0.177
-0.07,-0.21,-0.14,0.14,0.035,-0.175
-0.066,-0.206,-0.14,0.136,0.037,-0.172
-0.064,-0.204,-0.14,0.134,0.038,-0.172
-0.066,-0.206,-0.14,0.136,0.038,-0.172
-0.064,-0.204,-0.14,0.134,0.038,-0.172
-0.06,-0.2,-0.14,0.13,0.04,-0.17
-0.06,-0.2,-0.14,0.13,0.04,-0.17
-0.059,-0.199,-0.14,0.13,0.041,-0.169
-0.046,-0.203,-0.156,0.125,0.055,-0.179
-0.016,-0.204,-0.188,0.11,0.087,-0.196
0.015,-0.195,-0.21,0.09,0.113,-0.202
0.02,-0.187,-0.207,0.084,0.114,-0.197
0.022,-0.179,-0.201,0.078,0.112,-0.19
0.027,-0.171,-0.198,0.072,0.113,-0.184
0.032,-0.162,-0.194,0.066,0.113,-0.178
0.035,-0.155,-0.19,0.06,0.113,-0.172
0.031,-0.154,-0.185,0.062,0.108,-0.169
0.069,-0.119,-0.189,0.025,0.129,-0.153
0.112,-0.042,-0.154,-0.035,0.134,-0.097
0.164,0.072,-0.092,-0.117,0.128,-0.01
0.26,0.225,-0.035,-0.242,0.147,0.095
0.321,0.411,0.091,-0.366,0.115,0.251
0.353,0.569,0.216,-0.461,0.068,0.392
0.407,0.731,0.324,-0.569,0.041,0.527
0.456,0.906,0.451,-0.681,0.002,0.678
0.425,1.065,0.64,-0.745,-0.108,0.852
0.338,1.215,0.877,-0.777,-0.27,1.046
0.292,1.221,0.929,-0.757,-0.319,1.075
0.261,1.087,0.826,-0.675,-0.283,0.957
0.195,0.93,0.736,-0.562,-0.271,0.833
0.095,0.815,0.72,-0.455,-0.313,0.767
-0.009,0.696,0.704,-0.344,-0.357,0.7
-0.082,0.572,0.654,-0.246,-0.368,0.613
-0.17,0.431,0.601,-0.131,-0.386,0.516
-0.236,0.295,0.531,-0.03,-0.384,0.413
-0.215,0.195,0.41,0.01,-0.313,0.302
-0.191,0.104,0.295,0.044,-0.244,0.199
-0.162,0.041,0.203,0.061,-0.183,0.121
-0.161,-0.013,0.149,0.087,-0.155,0.067
-0.175,-0.059,0.116,0.116,-0.145,0.028
-0.16,-0.08,0.08,0.12,-0.12,0.0
-0.16,-0.097,0.063,0.128,-0.111,-0.017
-0.156,-0.104,0.052,0.13,-0.104,-0.026
-0.142,-0.105,0.037,0.123,-0.089,-0.034
-0.126,-0.105,0.021,0.115,-0.073,-0.042
-0.115,-0.105,0.01,0.11,-0.062,-0.047
-0.106,-0.105,0.001,0.106,-0.053,-0.051
-0.102,-0.105,-0.003,0.104,-0.049,-0.054
-0.096,-0.105,-0.009,0.101,-0.043,-0.057
-0.088,-0.105,-0.016,0.097,-0.036,-0.06
-0.08,-0.1,-0.02,0.09,-0.03,-0.06
-0.066,-0.094,-0.028,0.08,-0.018,-0.061
-0.074,-0.106,-0.032,0.09,-0.02,-0.069
-0.08,-0.122,-0.041,0.101,-0.019,-0.081
-0.074,-0.133,-0.06,0.104,-0.007,-0.096
-0.07,-0.145,-0.075,0.108,0.003,-0.11
-0.062,-0.141,-0.08,0.102,0.009,-0.111
-0.059,-0.139,-0.08,0.099,0.01,-0.11
-0.06,-0.14,-0.08,0.1,0.01,-0.11
-0.06,-0.14,-0.08,0.1,0.01,-0.11
-0.06,-0.14,-0.08,0.1,0.01,-0.11
-0.06,-0.14,-0.08,0.1,0.01,-0.11
-0.061,-0.141,-0.08,0.101,0.01,-0.11
-0.058,-0.138,-0.08,0.098,0.011,-0.109
-0.055,-0.135,-0.08,0.095,0.013,-0.107
-0.055,-0.135,-0.08,0.095,0.013,-0.107
-0.055,-0.135,-0.08,0.095,0.013,-0.107
-0.055,-0.135,-0.08,0.095,0.013,-0.107
-0.055,-0.135,-0.08,0.095,0.013,-0.107
-0.055,-0.135,-0.08,0.095,0.013,-0.107
-0.055,-0.135,-0.08,0.095,0.013,-0.107
-0.051,-0.131,-0.08,0.091,0.015,-0.105
-0.05,-0.13,-0.08,0.09,0.015,-0.105
-0.05,-0.13,-0.08,0.09,0.015,-0.105
-0.05,-0.13,-0.08,0.09,0.015,-0.105
-0.05,-0.13,-0.08,0.09,0.015,-0.105
-0.05,-0.13,-0.08,0.09,0.015,-0.105
-0.05,-0.131,-0.081,0.091,0.015,-0.106
-0.05,-0.126,-0.077,0.088,0.013,-0.101
-0.05,-0.119,-0.068,0.085,0.009,-0.094
-0.05,-0.115,-0.065,0.083,0.008,-0.09
-0.046,-0.107,-0.061,0.076,0.008,-0.084
-0.045,-0.102,-0.057,0.074,0.006,-0.079
-0.043,-0.096,-0.053,0.07,0.005,-0.074
-0.04,-0.089,-0.049,0.064,0.005,-0.069
-0.04,-0.085,-0.045,0.063,0.003,-0.065
-0.04,-0.081,-0.041,0.06,0.0,-0.061
-0.04,-0.08,-0.04,0.06,0.0,-0.06
-0.04,-0.08,-0.041,0.06,0.0,-0.06
-0.041,-0.08,-0.039,0.06,-0.001,-0.059
-0.045,-0.08,-0.035,0.063,-0.005,-0.057
-0.045,-0.08,-0.035,0.063,-0.005,-0.057
-0.045,-0.08,-0.035,0.063,-0.005,-0.057
-0.045,-0.08,-0.035,0.063,-0.005,-0.057
-0.046,-0.08,-0.034,0.063,-0.006,-0.057
-0.05,-0.08,-0.03,0.065,-0.01,-0.055
-0.05,-0.08,-0.03,0.065,-0.01,-0.055
-0.05,-0.08,-0.03,0.065,-0.01,-0.055
-0.05,-0.08,-0.03,0.065,-0.01,-0.055
-0.051,-0.08,-0.029,0.066,-0.011,-0.055
-0.055,-0.08,-0.025,0.068,-0.015,-0.052
-0.055,-0.08,-0.025,0.068,-0.015,-0.052
-0.055,-0.081,-0.026,0.069,-0.015,-0.053
-0.054,-0.077,-0.023,0.065,-0.015,-0.05
-0.049,-0.068,-0.02,0.059,-0.015,-0.044
-0.045,-0.065,-0.02,0.055,-0.012,-0.042
-0.042,-0.061,-0.02,0.052,-0.011,-0.041
-0.033,-0.054,-0.021,0.044,-0.007,-0.037
-0.029,-0.047,-0.018,0.038,-0.005,-0.033
-0.03,-0.044,-0.015,0.038,-0.007,-0.029
-0.025,-0.04,-0.015,0.033,-0.005,-0.027
-0.013,-0.028,-0.015,0.021,0.001,-0.021
-0.003,-0.018,-0.016,0.011,0.007,-0.017
0.0,-0.011,-0.011,0.006,0.006,-0.011
0.001,-0.003,-0.004,0.002,0.003,-0.003
0.005,0.005,0.0,-0.005,0.002,0.002
0.005,0.013,0.008,-0.009,-0.002,0.01
0.006,0.019,0.013,-0.013,-0.004,0.016
0.016,0.035,0.019,-0.026,-0.001,0.027
0.026,0.053,0.027,-0.04,0.0,0.039
0.025,0.055,0.03,-0.04,-0.003,0.042
0.027,0.054,0.027,-0.041,-0.001,0.041
0.042,0.058,0.016,-0.05,0.013,0.037
0.023,0.06,0.037,-0.042,-0.007,0.048
-0.007,0.061,0.068,-0.027,-0.038,0.064
0.005,0.065,0.06,-0.035,-0.028,0.062
0.004,0.063,0.059,-0.034,-0.028,0.061
0.017,0.078,0.06,-0.048,-0.022,0.069
0.025,0.085,0.06,-0.055,-0.018,0.072
0.019,0.079,0.06,-0.049,-0.02,0.07
0.02,0.08,0.06,-0.05,-0.02,0.07
0.016,0.076,0.06,-0.046,-0.022,0.068
0.012,0.072,0.06,-0.042,-0.025,0.066
0.024,0.084,0.06,-0.054,-0.018,0.071
0.044,0.105,0.06,-0.074,-0.008,0.082
0.065,0.125,0.06,-0.095,0.002,0.092
0.101,0.16,0.058,-0.13,0.021,0.108
0.093,0.165,0.072,-0.129,0.01,0.119
0.075,0.157,0.083,-0.116,-0.004,0.12
0.074,0.153,0.079,-0.114,-0.003,0.115
0.075,0.155,0.08,-0.115,-0.003,0.117
0.095,0.191,0.096,-0.143,0.0,0.143
0.108,0.218,0.11,-0.164,-0.001,0.164
0.111,0.23,0.119,-0.171,-0.004,0.174
0.117,0.236,0.119,-0.176,-0.001,0.177
0.12,0.24,0.12,-0.18,0.0,0.18
0.108,0.252,0.145,-0.18,-0.019,0.198
0.103,0.259,0.156,-0.181,-0.026,0.207
0.107,0.262,0.155,-0.185,-0.024,0.208
0.111,0.266,0.155,-0.189,-0.022,0.211
0.115,0.27,0.155,-0.193,-0.02,0.212
0.113,0.272,0.159,-0.193,-0.024,0.215
0.131,0.291,0.16,-0.211,-0.015,0.226
0.14,0.301,0.16,-0.22,-0.01,0.23
0.135,0.294,0.159,-0.214,-0.013,0.226
0.14,0.295,0.155,-0.218,-0.008,0.225
0.14,0.295,0.155,-0.218,-0.008,0.225
0.14,0.295,0.155,-0.218,-0.008,0.225
0.14,0.295,0.155,-0.218,-0.008,0.225
0.14,0.295,0.155,-0.218,-0.008,0.225
0.14,0.295,0.155,-0.218,-0.008,0.225
0.14,0.295,0.155,-0.218,-0.008,0.225
0.137,0.292,0.155,-0.215,-0.009,0.223
0.135,0.289,0.155,-0.212,-0.01,0.222
0.135,0.29,0.155,-0.213,-0.01,0.222
0.135,0.29,0.155,-0.213,-0.01,0.222
0.136,0.29,0.154,-0.213,-0.009,0.222
0.13,0.29,0.16,-0.211,-0.015,0.225
0.121,0.29,0.169,-0.205,-0.024,0.229
0.123,0.291,0.168,-0.207,-0.023,0.229
0.135,0.29,0.155,-0.213,-0.01,0.222
0.131,0.278,0.147,-0.205,-0.008,0.213
0.131,0.267,0.136,-0.199,-0.003,0.201
0.124,0.249,0.126,-0.186,-0.001,0.188
0.106,0.223,0.117,-0.165,-0.006,0.17
0.095,0.2,0.105,-0.148,-0.005,0.152
0.084,0.18,0.097,-0.133,-0.007,0.138
0.067,0.158,0.091,-0.113,-0.012,0.125
0.056,0.146,0.09,-0.101,-0.017,0.118
0.055,0.144,0.089,-0.1,-0.017,0.116
0.055,0.14,0.085,-0.098,-0.015,0.112
0.051,0.136,0.085,-0.094,-0.018,0.111
0.05,0.131,0.082,-0.091,-0.016,0.107
0.05,0.13,0.08,-0.09,-0.015,0.105
0.05,0.129,0.079,-0.09,-0.015,0.104
0.05,0.125,0.075,-0.088,-0.013,0.1
0.046,0.121,0.075,-0.084,-0.014,0.097
0.042,0.117,0.076,-0.08,-0.017,0.096
0.039,0.112,0.073,-0.076,-0.017,0.093
0.041,0.11,0.07,-0.075,-0.015,0.09
0.04,0.11,0.07,-0.075,-0.015,0.09
0.028,0.094,0.066,-0.062,-0.019,0.08
0.016,0.081,0.065,-0.049,-0.025,0.073
0.004,0.067,0.063,-0.036,-0.03,0.065
-0.008,0.051,0.06,-0.021,-0.034,0.055
-0.02,0.04,0.06,-0.01,-0.04,0.05
-0.024,0.032,0.056,-0.004,-0.04,0.043
-0.028,0.027,0.054,0.0,-0.041,0.04
-0.032,0.023,0.056,0.004,-0.044,0.039
-0.035,0.019,0.054,0.008,-0.045,0.036
-0.035,0.015,0.05,0.01,-0.043,0.032
-0.039,0.011,0.05,0.014,-0.044,0.03
-0.044,0.007,0.051,0.018,-0.048,0.029
-0.045,0.003,0.048,0.021,-0.047,0.025
-0.055,0.0,0.054,0.027,-0.054,0.027
-0.075,0.0,0.075,0.037,-0.075,0.037
-0.072,0.0,0.072,0.036,-0.072,0.036
-0.069,0.001,0.07,0.034,-0.069,0.035
-0.07,-0.002,0.068,0.036,-0.069,0.033
-0.07,-0.005,0.065,0.037,-0.067,0.03
-0.07,-0.005,0.065,0.037,-0.067,0.03
-0.066,-0.005,0.061,0.035,-0.063,0.027
-0.065,-0.004,0.06,0.035,-0.062,0.027
-0.065,-0.007,0.058,0.036,-0.061,0.025
-0.065,-0.01,0.054,0.037,-0.06,0.022
-0.065,-0.01,0.055,0.037,-0.06,0.022
-0.065,-0.01,0.056,0.037,-0.06,0.022
-0.062,-0.01,0.052,0.036,-0.057,0.021
-0.059,-0.01,0.05,0.035,-0.055,0.02
-0.06,-0.011,0.049,0.035,-0.055,0.019
-0.06,-0.015,0.045,0.037,-0.052,0.015
-0.06,-0.015,0.045,0.037,-0.052,0.015
-0.057,-0.015,0.042,0.036,-0.049,0.013
-0.054,-0.015,0.04,0.035,-0.047,0.012
-0.055,-0.016,0.039,0.035,-0.047,0.011
-0.055,-0.02,0.035,0.037,-0.045,0.007
-0.055,-0.02,0.035,0.037,-0.045,0.007
-0.056,-0.02,0.036,0.037,-0.046,0.008
-0.052,-0.02,0.031,0.036,-0.042,0.005
-0.043,-0.019,0.024,0.031,-0.033,0.002
-0.04,-0.02,0.02,0.03,-0.03,0.0
-0.048,-0.036,0.012,0.042,-0.03,-0.012
-0.052,-0.045,0.007,0.048,-0.029,-0.019
-0.047,-0.046,0.001,0.047,-0.024,-0.022
-0.046,-0.052,-0.006,0.049,-0.02,-0.029
-0.05,-0.06,-0.01,0.055,-0.02,-0.035
-0.049,-0.064,-0.015,0.057,-0.017,-0.04
-0.056,-0.068,-0.012,0.063,-0.022,-0.04
-0.044,-0.07,-0.027,0.058,-0.009,-0.048
-0.023,-0.07,-0.047,0.047,0.012,-0.058
-0.03,-0.07,-0.04,0.05,0.005,-0.055
-0.034,-0.069,-0.036,0.052,0.001,-0.052
-0.043,-0.076,-0.032,0.06,-0.006,-0.054
-0.055,-0.083,-0.028,0.069,-0.013,-0.056
-0.061,-0.085,-0.024,0.074,-0.018,-0.055
-0.065,-0.085,-0.02,0.075,-0.022,-0.052
-0.07,-0.085,-0.015,0.078,-0.027,-0.05
-0.068,-0.085,-0.017,0.077,-0.025,-0.051
-0.062,-0.085,-0.023,0.074,-0.019,-0.054
-0.061,-0.085,-0.024,0.073,-0.018,-0.055
-0.065,-0.085,-0.02,0.075,-0.022,-0.052
-0.065,-0.085,-0.02,0.075,-0.022,-0.052
-0.067,-0.085,-0.018,0.076,-0.024,-0.051
-0.073,-0.085,-0.012,0.08,-0.03,-0.048
-0.065,-0.085,-0.02,0.075,-0.022,-0.053
-0.04,-0.085,-0.045,0.063,0.003,-0.065
-0.043,-0.085,-0.042,0.064,0.0,-0.063
-0.046,-0.085,-0.039,0.066,-0.003,-0.061
-0.044,-0.085,-0.041,0.065,-0.001,-0.062
-0.046,-0.085,-0.039,0.066,-0.003,-0.062
-0.05,-0.085,-0.035,0.068,-0.007,-0.06
-0.05,-0.085,-0.035,0.068,-0.007,-0.06
-0.051,-0.085,-0.034,0.068,-0.008,-0.059
-0.046,-0.085,-0.039,0.066,-0.003,-0.062
-0.039,-0.085,-0.046,0.063,0.004,-0.065
-0.035,-0.085,-0.05,0.06,0.008,-0.067
-0.014,-0.085,-0.071,0.05,0.029,-0.078
-0.011,-0.085,-0.074,0.048,0.032,-0.079
-0.016,-0.085,-0.069,0.051,0.027,-0.076
-0.015,-0.085,-0.07,0.05,0.028,-0.077
-0.015,-0.085,-0.07,0.05,0.028,-0.077
-0.019,-0.085,-0.066,0.053,0.024,-0.075
-0.02,-0.085,-0.065,0.053,0.023,-0.075
-0.02,-0.085,-0.065,0.053,0.023,-0.075
-0.019,-0.085,-0.066,0.052,0.024,-0.075
-0.015,-0.085,-0.07,0.05,0.028,-0.077
-0.024,-0.098,-0.074,0.061,0.026,-0.086
-0.056,-0.132,-0.076,0.094,0.011,-0.104
-0.059,-0.147,-0.089,0.103,0.015,-0.117
-0.037,-0.138,-0.101,0.088,0.032,-0.12
-0.04,-0.135,-0.095,0.088,0.028,-0.115
-0.036,-0.131,-0.094,0.084,0.029,-0.112
-0.034,-0.13,-0.096,0.083,0.031,-0.112
-0.036,-0.129,-0.093,0.082,0.029,-0.11
-0.034,-0.124,-0.09,0.079,0.028,-0.106
-0.03,-0.12,-0.09,0.075,0.03,-0.105
-0.03,-0.12,-0.09,0.075,0.03,-0.105
-0.027,-0.117,-0.09,0.072,0.032,-0.104
-0.025,-0.113,-0.088,0.069,0.032,-0.1
-0.024,-0.109,-0.085,0.067,0.03,-0.096
-0.025,-0.11,-0.085,0.068,0.03,-0.097
-0.045,-0.13,-0.085,0.088,0.021,-0.108
-0.058,-0.14,-0.082,0.099,0.012,-0.111
-0.06,-0.14,-0.079,0.1,0.009,-0.11
-0.06,-0.14,-0.08,0.1,0.01,-0.11
-0.06,-0.14,-0.08,0.1,0.01,-0.11
-0.06,-0.14,-0.08,0.1,0.01,-0.11
-0.057,-0.14,-0.083,0.099,0.013,-0.111
-0.054,-0.14,-0.086,0.098,0.016,-0.112
-0.055,-0.14,-0.085,0.098,0.015,-0.112
-0.055,-0.14,-0.085,0.098,0.015,-0.112
-0.055,-0.14,-0.085,0.098,0.015,-0.112
-0.055,-0.14,-0.085,0.098,0.015,-0.112
-0.055,-0.14,-0.085,0.098,0.015,-0.112
-0.055,-0.14,-0.085,0.098,0.015,-0.112
-0.055,-0.14,-0.085,0.098,0.015,-0.112
-0.055,-0.14,-0.085,0.098,0.015,-0.112
-0.055,-0.14,-0.085,0.098,0.015,-0.112
-0.055,-0.14,-0.085,0.098,0.015,-0.112
-0.055,-0.14,-0.085,0.098,0.015,-0.112
-0.055,-0.14,-0.085,0.098,0.015,-0.112
-0.051,-0.14,-0.089,0.095,0.019,-0.115
-0.05,-0.14,-0.09,0.095,0.02,-0.115
-0.05,-0.14,-0.09,0.095,0.02,-0.115
-0.05,-0.14,-0.09,0.095,0.02,-0.115
-0.05,-0.14,-0.09,0.095,0.02,-0.115
-0.05,-0.14,-0.09,0.095,0.02,-0.115
-0.05,-0.14,-0.09,0.095,0.02,-0.115
-0.05,-0.14,-0.09,0.095,0.02,-0.115
-0.051,-0.141,-0.09,0.096,0.02,-0.115
-0.055,-0.145,-0.09,0.1,0.018,-0.117
-0.055,-0.145,-0.09,0.1,0.018,-0.117
-0.055,-0.144,-0.089,0.1,0.018,-0.116
-0.055,-0.147,-0.092,0.101,0.019,-0.119
-0.065,-0.15,-0.086,0.108,0.011,-0.118
-0.075,-0.15,-0.075,0.113,0.0,-0.112
-0.043,-0.15,-0.108,0.097,0.033,-0.129
-0.028,-0.147,-0.119,0.088,0.046,-0.133
-0.031,-0.144,-0.114,0.088,0.042,-0.129
-0.03,-0.145,-0.115,0.088,0.043,-0.13
-0.03,-0.145,-0.115,0.088,0.043,-0.13
-0.03,-0.145,-0.115,0.088,0.043,-0.13
-0.027,-0.142,-0.114,0.085,0.044,-0.128
-0.023,-0.139,-0.117,0.082,0.047,-0.127
-0.028,-0.14,-0.112,0.085,0.042,-0.126
-0.035,-0.14,-0.105,0.088,0.035,-0.122
-0.01,-0.14,-0.13,0.076,0.06,-0.135
-0.004,-0.137,-0.133,0.071,0.064,-0.135
-0.015,-0.134,-0.119,0.075,0.053,-0.127
-0.021,-0.135,-0.114,0.079,0.047,-0.124
-0.025,-0.135,-0.11,0.08,0.043,-0.122
-0.032,-0.135,-0.102,0.084,0.035,-0.118
-0.043,-0.136,-0.093,0.089,0.026,-0.114
-0.044,-0.133,-0.089,0.089,0.023,-0.111
-0.048,-0.13,-0.081,0.09,0.016,-0.105
-0.055,-0.13,-0.075,0.093,0.01,-0.102
-0.017,-0.13,-0.113,0.074,0.048,-0.121
-0.012,-0.131,-0.118,0.071,0.053,-0.124
-0.022,-0.128,-0.106,0.075,0.043,-0.117
-0.021,-0.125,-0.104,0.073,0.042,-0.114
-0.03,-0.125,-0.095,0.078,0.033,-0.11
-0.034,-0.125,-0.091,0.08,0.029,-0.108
-0.041,-0.125,-0.085,0.083,0.023,-0.104
-0.049,-0.125,-0.076,0.087,0.014,-0.1
-0.049,-0.126,-0.077,0.088,0.015,-0.101
-0.04,-0.13,-0.09,0.085,0.025,-0.11
-0.039,-0.134,-0.095,0.087,0.028,-0.115
-0.044,-0.138,-0.094,0.092,0.026,-0.116
-0.043,-0.14,-0.097,0.092,0.027,-0.118
-0.04,-0.14,-0.1,0.09,0.03,-0.12
-0.04,-0.14,-0.1,0.09,0.03,-0.12
-0.036,-0.14,-0.104,0.089,0.034,-0.122
-0.035,-0.14,-0.105,0.088,0.035,-0.122
-0.05,-0.157,-0.107,0.104,0.029,-0.132
-0.067,-0.177,-0.11,0.122,0.022,-0.143
-0.06,-0.17,-0.11,0.115,0.025,-0.14
-0.043,-0.17,-0.127,0.106,0.042,-0.148
-0.038,-0.167,-0.129,0.103,0.046,-0.148
-0.043,-0.165,-0.122,0.104,0.04,-0.143
-0.045,-0.164,-0.119,0.105,0.037,-0.141
-0.045,-0.16,-0.115,0.103,0.035,-0.137
-0.049,-0.16,-0.111,0.105,0.031,-0.136
-0.05,-0.157,-0.107,0.104,0.029,-0.132
-0.051,-0.155,-0.104,0.103,0.027,-0.129
-0.048,-0.154,-0.106,0.102,0.029,-0.13
-0.04,-0.15,-0.11,0.095,0.035,-0.13
-0.044,-0.15,-0.106,0.098,0.031,-0.128
-0.042,-0.147,-0.104,0.095,0.031,-0.125
-0.04,-0.145,-0.105,0.093,0.033,-0.125
-0.039,-0.144,-0.105,0.092,0.033,-0.125
-0.035,-0.14,-0.105,0.088,0.035,-0.122
-0.035,-0.14,-0.105,0.088,0.035,-0.122
-0.036,-0.141,-0.105,0.089,0.034,-0.122
-0.033,-0.138,-0.105,0.086,0.037,-0.121
-0.03,-0.135,-0.104,0.083,0.037,-0.119
-0.035,-0.135,-0.1,0.085,0.033,-0.117
-0.036,-0.135,-0.1,0.086,0.033,-0.117
-0.032,-0.132,-0.1,0.082,0.034,-0.116
-0.03,-0.129,-0.1,0.079,0.035,-0.115
-0.03,-0.13,-0.1,0.08,0.035,-0.115
-0.03,-0.13,-0.1,0.08,0.035,-0.115
-0.03,-0.13,-0.1,0.08,0.035,-0.115
-0.03,-0.131,-0.101,0.08,0.035,-0.115
-0.046,-0.144,-0.098,0.095,0.027,-0.121
-0.061,-0.156,-0.095,0.109,0.017,-0.125
-0.055,-0.15,-0.095,0.103,0.02,-0.122
-0.055,-0.15,-0.095,0.103,0.02,-0.122
-0.052,-0.147,-0.095,0.1,0.022,-0.121
-0.05,-0.145,-0.095,0.098,0.023,-0.12
-0.049,-0.144,-0.095,0.097,0.023,-0.12
-0.045,-0.14,-0.095,0.093,0.025,-0.117
-0.045,-0.14,-0.095,0.093,0.025,-0.117
-0.041,-0.137,-0.096,0.09,0.027,-0.116
-0.042,-0.135,-0.093,0.089,0.026,-0.114
-0.045,-0.134,-0.09,0.089,0.023,-0.111
-0.04,-0.13,-0.09,0.085,0.025,-0.11
-0.04,-0.13,-0.09,0.085,0.025,-0.11
-0.04,-0.127,-0.087,0.084,0.024,-0.107
-0.04,-0.125,-0.085,0.083,0.023,-0.105
-0.039,-0.124,-0.085,0.082,0.023,-0.104
-0.035,-0.12,-0.085,0.078,0.025,-0.102
-0.031,-0.12,-0.089,0.076,0.029,-0.105
-0.027,-0.117,-0.09,0.072,0.032,-0.103
-0.025,-0.115,-0.09,0.07,0.033,-0.102
-0.025,-0.115,-0.09,0.07,0.033,-0.102
-0.02,-0.11,-0.09,0.065,0.035,-0.1
-0.017,-0.107,-0.09,0.062,0.036,-0.099
-0.037,-0.127,-0.09,0.082,0.027,-0.108
-0.044,-0.134,-0.09,0.089,0.024,-0.111
-0.033,-0.123,-0.09,0.078,0.029,-0.106
